bond_code,currency_type,tenor,issuance_name,outstanding_volume,interest_payment_method,interest_payment_type,coupon_rate,remaining_tenor,status,face_value,duration,issuance_day,issuance_month,issuance_year,maturity_day,maturity_month,maturity_year
BVBS16326,VND,5 Năm,Ngân hàng Chính sách Xã hội,2500000,Định kỳ - Cuối kỳ,Standard Coupon,6.4,7 ngày,Hủy niêm yết,100000,5.002739726,9,8,2016,9,8,2021
BVBS16327,VND,5 Năm,Ngân hàng Chính sách Xã hội,5000000,Định kỳ - Cuối kỳ,Standard Coupon,6.4,7 ngày,Hủy niêm yết,100000,5.002739726,23,8,2016,23,8,2021
BVBS16328,VND,5 Năm,Ngân hàng Chính sách Xã hội,5000000,Định kỳ - Cuối kỳ,Standard Coupon,6.3,7 ngày,Hủy niêm yết,100000,5.002739726,30,8,2016,30,8,2021
BVBS16329,VND,5 Năm,Ngân hàng Chính sách Xã hội,4000000,Định kỳ - Cuối kỳ,Standard Coupon,6.1,11 ngày,Hủy niêm yết,100000,5.002739726,6,9,2016,6,9,2021
BVBS16330,VND,5 Năm,Ngân hàng Chính sách Xã hội,5000000,Định kỳ - Cuối kỳ,Standard Coupon,6,7 ngày,Hủy niêm yết,100000,5.002739726,13,9,2016,13,9,2021
BVBS16331,VND,5 Năm,Ngân hàng Chính sách Xã hội,2000000,Định kỳ - Cuối kỳ,Standard Coupon,5.1,7 ngày,Hủy niêm yết,100000,5.002739726,11,10,2016,11,10,2021
BVBS16332,VND,5 Năm,Ngân hàng Chính sách Xã hội,3000000,Định kỳ - Cuối kỳ,Standard Coupon,5.3,7 ngày,Hủy niêm yết,100000,5.002739726,8,11,2016,8,11,2021
BVBS16333,VND,5 Năm,Ngân hàng Chính sách Xã hội,1500000,Định kỳ - Cuối kỳ,Standard Coupon,5.5,7 ngày,Hủy niêm yết,100000,5.002739726,15,11,2016,15,11,2021
BVBS16335,VND,5 Năm,Ngân hàng Chính sách Xã hội,4240000,Định kỳ - Cuối kỳ,Standard Coupon,5.5,7 ngày,Hủy niêm yết,100000,5.002739726,29,11,2016,29,11,2021
BVBS16365,VND,10 Năm,Ngân hàng Chính sách Xã hội,400,Định kỳ - Cuối kỳ,Standard Coupon,7.5,1276 ngày,Bình thường,100000,10.00547945,30,8,2016,30,8,2026
BVBS16367,VND,10 Năm,Ngân hàng Chính sách Xã hội,1500000,Định kỳ - Cuối kỳ,Standard Coupon,7.5,1290 ngày,Bình thường,100000,10.00547945,13,9,2016,13,9,2026
BVBS16368,VND,10 Năm,Ngân hàng Chính sách Xã hội,2500000,Định kỳ - Cuối kỳ,Standard Coupon,7.1,1304 ngày,Bình thường,100000,10.00547945,27,9,2016,27,9,2026
BVBS16369,VND,10 Năm,Ngân hàng Chính sách Xã hội,500,Định kỳ - Cuối kỳ,Standard Coupon,7,1311 ngày,Bình thường,100000,10.00547945,4,10,2016,4,10,2026
BVBS16370,VND,10 Năm,Ngân hàng Chính sách Xã hội,2000000,Định kỳ - Cuối kỳ,Standard Coupon,6.8,1318 ngày,Bình thường,100000,10.00547945,11,10,2016,11,10,2026
BVBS16373,VND,10 Năm,Ngân hàng Chính sách Xã hội,1000000,Định kỳ - Cuối kỳ,Standard Coupon,6.8,1339 ngày,Bình thường,100000,10.00547945,1,11,2016,1,11,2026
BVBS16394,VND,15 Năm,Ngân hàng Chính sách Xã hội,3000000,Định kỳ - Cuối kỳ,Standard Coupon,8.1,3028 ngày,Bình thường,100000,15.00821918,17,6,2016,17,6,2031
BVBS16395,VND,15 Năm,Ngân hàng Chính sách Xã hội,2000000,Định kỳ - Cuối kỳ,Standard Coupon,8.1,3033 ngày,Bình thường,100000,15.00821918,22,6,2016,22,6,2031
BVBS16403,VND,15 Năm,Ngân hàng Chính sách Xã hội,1000000,Định kỳ - Cuối kỳ,Standard Coupon,8.1,3102 ngày,Bình thường,100000,15.00821918,30,8,2016,30,8,2031
BVBS16405,VND,15 Năm,Ngân hàng Chính sách Xã hội,3000000,Định kỳ - Cuối kỳ,Standard Coupon,8,3116 ngày,Bình thường,100000,15.00821918,13,9,2016,13,9,2031
BVBS16406,VND,15 Năm,Ngân hàng Chính sách Xã hội,2860000,Định kỳ - Cuối kỳ,Standard Coupon,7.6,3130 ngày,Bình thường,100000,15.00821918,27,9,2016,27,9,2031
BVBS16408,VND,15 Năm,Ngân hàng Chính sách Xã hội,5000000,Định kỳ - Cuối kỳ,Standard Coupon,7.6,3144 ngày,Bình thường,100000,15.00821918,11,10,2016,11,10,2031
BVBS16409,VND,15 Năm,Ngân hàng Chính sách Xã hội,1000000,Định kỳ - Cuối kỳ,Standard Coupon,7.6,3151 ngày,Bình thường,100000,15.00821918,18,10,2016,18,10,2031
BVBS16410,VND,15 Năm,Ngân hàng Chính sách Xã hội,1000000,Định kỳ - Cuối kỳ,Standard Coupon,7.6,3158 ngày,Bình thường,100000,15.00821918,25,10,2016,25,10,2031
BVBS16411,VND,15 Năm,Ngân hàng Chính sách Xã hội,1000000,Định kỳ - Cuối kỳ,Standard Coupon,7.6,3165 ngày,Bình thường,100000,15.00821918,1,11,2016,1,11,2031
BVBS17024,VND,5 Năm,Ngân hàng Chính sách Xã hội,3000000,Định kỳ - Cuối kỳ,Standard Coupon,5.3,7 ngày,Hủy niêm yết,100000,5.002739726,7,3,2017,7,3,2022
BVBS17025,VND,5 Năm,Ngân hàng Chính sách Xã hội,3000000,Định kỳ - Cuối kỳ,Standard Coupon,5.3,7 ngày,Hủy niêm yết,100000,5.002739726,14,3,2017,14,3,2022
BVBS17026,VND,5 Năm,Ngân hàng Chính sách Xã hội,4000000,Định kỳ - Cuối kỳ,Standard Coupon,5.3,7 ngày,Hủy niêm yết,100000,5.002739726,21,3,2017,21,3,2022
BVBS17027,VND,5 Năm,Ngân hàng Chính sách Xã hội,3000000,Định kỳ - Cuối kỳ,Standard Coupon,5.4,7 ngày,Hủy niêm yết,100000,5.002739726,28,3,2017,28,3,2022
BVBS17028,VND,5 Năm,Ngân hàng Chính sách Xã hội,1000000,Định kỳ - Cuối kỳ,Standard Coupon,5.4,7 ngày,Hủy niêm yết,100000,5.002739726,16,5,2017,16,5,2022
BVBS17052,VND,10 Năm,Ngân hàng Chính sách Xã hội,1500000,Định kỳ - Cuối kỳ,Standard Coupon,6.8,1423 ngày,Bình thường,100000,10.00547945,24,1,2017,24,1,2027
BVBS17053,VND,10 Năm,Ngân hàng Chính sách Xã hội,2000000,Định kỳ - Cuối kỳ,Standard Coupon,6.5,1465 ngày,Bình thường,100000,10.00547945,7,3,2017,7,3,2027
BVBS17054,VND,10 Năm,Ngân hàng Chính sách Xã hội,2000000,Định kỳ - Cuối kỳ,Standard Coupon,6.5,1472 ngày,Bình thường,100000,10.00547945,14,3,2017,14,3,2027
BVBS17055,VND,10 Năm,Ngân hàng Chính sách Xã hội,4000000,Định kỳ - Cuối kỳ,Standard Coupon,6.4,1479 ngày,Bình thường,100000,10.00547945,21,3,2017,21,3,2027
BVBS17056,VND,10 Năm,Ngân hàng Chính sách Xã hội,4000000,Định kỳ - Cuối kỳ,Standard Coupon,6.4,1486 ngày,Bình thường,100000,10.00547945,28,3,2017,28,3,2027
BVBS17057,VND,10 Năm,Ngân hàng Chính sách Xã hội,4000000,Định kỳ - Cuối kỳ,Standard Coupon,6.4,1535 ngày,Bình thường,100000,10.00547945,16,5,2017,16,5,2027
BVBS17058,VND,10 Năm,Ngân hàng Chính sách Xã hội,4000000,Định kỳ - Cuối kỳ,Standard Coupon,6.3,1542 ngày,Bình thường,100000,10.00547945,23,5,2017,23,5,2027
BVBS17059,VND,10 Năm,Ngân hàng Chính sách Xã hội,3000000,Định kỳ - Cuối kỳ,Standard Coupon,6.1,1549 ngày,Bình thường,100000,10.00547945,30,5,2017,30,5,2027
BVBS17060,VND,10 Năm,Ngân hàng Chính sách Xã hội,4000000,Định kỳ - Cuối kỳ,Standard Coupon,5.9,1703 ngày,Bình thường,100000,10.00547945,31,10,2017,31,10,2027
BVBS17061,VND,10 Năm,Ngân hàng Chính sách Xã hội,4000000,Định kỳ - Cuối kỳ,Standard Coupon,5.9,1710 ngày,Bình thường,100000,10.00547945,7,11,2017,7,11,2027
BVBS17062,VND,10 Năm,Ngân hàng Chính sách Xã hội,3900000,Định kỳ - Cuối kỳ,Standard Coupon,5.9,1717 ngày,Bình thường,100000,10.00547945,14,11,2017,14,11,2027
BVBS17063,VND,10 Năm,Ngân hàng Chính sách Xã hội,3400000,Định kỳ - Cuối kỳ,Standard Coupon,5.9,1724 ngày,Bình thường,100000,10.00547945,21,11,2017,21,11,2027
BVBS17064,VND,10 Năm,Ngân hàng Chính sách Xã hội,3000000,Định kỳ - Cuối kỳ,Standard Coupon,5.9,1731 ngày,Bình thường,100000,10.00547945,28,11,2017,28,11,2027
BVBS17065,VND,10 Năm,Ngân hàng Chính sách Xã hội,2080000,Định kỳ - Cuối kỳ,Standard Coupon,5.8,1738 ngày,Bình thường,100000,10.00547945,5,12,2017,5,12,2027
BVBS17081,VND,15 Năm,Ngân hàng Chính sách Xã hội,2500000,Định kỳ - Cuối kỳ,Standard Coupon,7.6,3235 ngày,Bình thường,100000,15.00821918,10,1,2017,10,1,2032
BVBS17082,VND,15 Năm,Ngân hàng Chính sách Xã hội,3000000,Định kỳ - Cuối kỳ,Standard Coupon,7.7,3242 ngày,Bình thường,100000,15.00821918,17,1,2017,17,1,2032
BVBS17083,VND,15 Năm,Ngân hàng Chính sách Xã hội,1000000,Định kỳ - Cuối kỳ,Standard Coupon,7.6,3249 ngày,Bình thường,100000,15.00821918,24,1,2017,24,1,2032
BVBS17084,VND,15 Năm,Ngân hàng Chính sách Xã hội,4200000,Định kỳ - Cuối kỳ,Standard Coupon,7.5,3292 ngày,Bình thường,100000,15.0109589,7,3,2017,7,3,2032
BVBS17085,VND,15 Năm,Ngân hàng Chính sách Xã hội,1000000,Định kỳ - Cuối kỳ,Standard Coupon,7.5,3299 ngày,Bình thường,100000,15.0109589,14,3,2017,14,3,2032
BVBS17086,VND,15 Năm,Ngân hàng Chính sách Xã hội,1000000,Định kỳ - Cuối kỳ,Standard Coupon,7.3,3306 ngày,Bình thường,100000,15.0109589,21,3,2017,21,3,2032
BVBS17087,VND,15 Năm,Ngân hàng Chính sách Xã hội,2800000,Định kỳ - Cuối kỳ,Standard Coupon,7.3,3313 ngày,Bình thường,100000,15.0109589,28,3,2017,28,3,2032
BVBS17088,VND,15 Năm,Ngân hàng Chính sách Xã hội,2200000,Định kỳ - Cuối kỳ,Standard Coupon,7.1,3362 ngày,Bình thường,100000,15.0109589,16,5,2017,16,5,2032
BVBS17089,VND,15 Năm,Ngân hàng Chính sách Xã hội,4000000,Định kỳ - Cuối kỳ,Standard Coupon,7.1,3369 ngày,Bình thường,100000,15.0109589,23,5,2017,23,5,2032
BVBS17090,VND,15 Năm,Ngân hàng Chính sách Xã hội,2000000,Định kỳ - Cuối kỳ,Standard Coupon,6.9,3376 ngày,Bình thường,100000,15.0109589,30,5,2017,30,5,2032
BVBS17091,VND,15 Năm,Ngân hàng Chính sách Xã hội,2000000,Định kỳ - Cuối kỳ,Standard Coupon,6.2,3530 ngày,Bình thường,100000,15.0109589,31,10,2017,31,10,2032
BVBS17092,VND,15 Năm,Ngân hàng Chính sách Xã hội,2000000,Định kỳ - Cuối kỳ,Standard Coupon,6.2,3537 ngày,Bình thường,100000,15.0109589,7,11,2017,7,11,2032
BVBS17093,VND,15 Năm,Ngân hàng Chính sách Xã hội,2000000,Định kỳ - Cuối kỳ,Standard Coupon,6.2,3544 ngày,Bình thường,100000,15.0109589,14,11,2017,14,11,2032
BVBS17094,VND,15 Năm,Ngân hàng Chính sách Xã hội,1920000,Định kỳ - Cuối kỳ,Standard Coupon,6.2,3551 ngày,Bình thường,100000,15.0109589,21,11,2017,21,11,2032
BVBS17095,VND,15 Năm,Ngân hàng Chính sách Xã hội,2000000,Định kỳ - Cuối kỳ,Standard Coupon,6.2,3558 ngày,Bình thường,100000,15.0109589,28,11,2017,28,11,2032
BVBS18145,VND,3 Năm,Ngân hàng Chính sách Xã hội,2000000,Định kỳ - Cuối kỳ,Standard Coupon,4.9,5 ngày,Hủy niêm yết,100000,3.002739726,21,8,2018,21,8,2021
BVBS18146,VND,3 Năm,Ngân hàng Chính sách Xã hội,3000000,Định kỳ - Cuối kỳ,Standard Coupon,5,5 ngày,Hủy niêm yết,100000,3.002739726,28,8,2018,28,8,2021
BVBS18147,VND,3 Năm,Ngân hàng Chính sách Xã hội,4000000,Định kỳ - Cuối kỳ,Standard Coupon,5,10 ngày,Hủy niêm yết,100000,3.002739726,5,9,2018,5,9,2021
BVBS18148,VND,3 Năm,Ngân hàng Chính sách Xã hội,10000000,Định kỳ - Cuối kỳ,Standard Coupon,5,5 ngày,Hủy niêm yết,100000,3.002739726,11,9,2018,11,9,2021
BVBS18149,VND,3 Năm,Ngân hàng Chính sách Xã hội,9000000,Định kỳ - Cuối kỳ,Standard Coupon,4.9,5 ngày,Hủy niêm yết,100000,3.002739726,18,9,2018,18,9,2021
BVBS18160,VND,5 Năm,Ngân hàng Chính sách Xã hội,2000000,Định kỳ - Cuối kỳ,Standard Coupon,4,136 ngày,Bình thường,100000,5.002739726,17,7,2018,17,7,2023
BVBS18161,VND,5 Năm,Ngân hàng Chính sách Xã hội,1500000,Định kỳ - Cuối kỳ,Standard Coupon,4.1,143 ngày,Bình thường,100000,5.002739726,24,7,2018,24,7,2023
BVBS18164,VND,5 Năm,Ngân hàng Chính sách Xã hội,2010000,Định kỳ - Cuối kỳ,Standard Coupon,5,164 ngày,Bình thường,100000,5.002739726,14,8,2018,14,8,2023
BVBS18165,VND,5 Năm,Ngân hàng Chính sách Xã hội,1000000,Định kỳ - Cuối kỳ,Standard Coupon,5,171 ngày,Bình thường,100000,5.002739726,21,8,2018,21,8,2023
BVBS18166,VND,5 Năm,Ngân hàng Chính sách Xã hội,2500000,Định kỳ - Cuối kỳ,Standard Coupon,5.1,178 ngày,Bình thường,100000,5.002739726,28,8,2018,28,8,2023
BVBS18169,VND,5 Năm,Ngân hàng Chính sách Xã hội,5500000,Định kỳ - Cuối kỳ,Standard Coupon,5,199 ngày,Bình thường,100000,5.002739726,18,9,2018,18,9,2023
BVBS18170,VND,5 Năm,Ngân hàng Chính sách Xã hội,5000000,Định kỳ - Cuối kỳ,Standard Coupon,5,206 ngày,Bình thường,100000,5.002739726,25,9,2018,25,9,2023
BVBS18171,VND,5 Năm,Ngân hàng Chính sách Xã hội,5000000,Định kỳ - Cuối kỳ,Standard Coupon,5,213 ngày,Bình thường,100000,5.002739726,2,10,2018,2,10,2023
BVBS18196,VND,10 Năm,Ngân hàng Chính sách Xã hội,2000000,Định kỳ - Cuối kỳ,Standard Coupon,5.6,1991 ngày,Bình thường,100000,10.00821918,14,8,2018,14,8,2028
BVBS18222,VND,15 Năm,Ngân hàng Chính sách Xã hội,100,Định kỳ - Cuối kỳ,Standard Coupon,5.9,3824 ngày,Bình thường,100000,15.0109589,21,8,2018,21,8,2033
BVBS18223,VND,15 Năm,Ngân hàng Chính sách Xã hội,190,Định kỳ - Cuối kỳ,Standard Coupon,6,3831 ngày,Bình thường,100000,15.0109589,28,8,2018,28,8,2033
BVBS18225,VND,15 Năm,Ngân hàng Chính sách Xã hội,2500000,Định kỳ - Cuối kỳ,Standard Coupon,6,3845 ngày,Bình thường,100000,15.0109589,11,9,2018,11,9,2033
BVBS18226,VND,15 Năm,Ngân hàng Chính sách Xã hội,5000000,Định kỳ - Cuối kỳ,Standard Coupon,6,3852 ngày,Bình thường,100000,15.0109589,18,9,2018,18,9,2033
BVBS18227,VND,15 Năm,Ngân hàng Chính sách Xã hội,10000000,Định kỳ - Cuối kỳ,Standard Coupon,6,3859 ngày,Bình thường,100000,15.0109589,25,9,2018,25,9,2033
BVBS18228,VND,15 Năm,Ngân hàng Chính sách Xã hội,4500000,Định kỳ - Cuối kỳ,Standard Coupon,6,3866 ngày,Bình thường,100000,15.0109589,2,10,2018,2,10,2033
BVBS18229,VND,15 Năm,Ngân hàng Chính sách Xã hội,8000000,Định kỳ - Cuối kỳ,Standard Coupon,6,3873 ngày,Bình thường,100000,15.0109589,9,10,2018,9,10,2033
BVBS18230,VND,15 Năm,Ngân hàng Chính sách Xã hội,9500000,Định kỳ - Cuối kỳ,Standard Coupon,6,3880 ngày,Bình thường,100000,15.0109589,16,10,2018,16,10,2033
BVBS22276,VND,15 Năm,Ngân hàng Chính sách Xã hội,2400000,Định kỳ - Cuối kỳ,Standard Coupon,5.9,3887 ngày,Bình thường,100000,15.0109589,23,10,2018,23,10,2033
BVBS19126,VND,10 Năm,Ngân hàng Chính sách Xã hội,1220000,Định kỳ - Cuối kỳ,Standard Coupon,4.4,2383 ngày,Bình thường,100000,10.00821918,10,9,2019,10,9,2029
BVBS19127,VND,10 Năm,Ngân hàng Chính sách Xã hội,2000000,Định kỳ - Cuối kỳ,Standard Coupon,4.4,2390 ngày,Bình thường,100000,10.00821918,17,9,2019,17,9,2029
BVBS19144,VND,15 Năm,Ngân hàng Chính sách Xã hội,5000000,Định kỳ - Cuối kỳ,Standard Coupon,4.7,4209 ngày,Bình thường,100000,15.0109589,10,9,2019,10,9,2034
BVBS19145,VND,15 Năm,Ngân hàng Chính sách Xã hội,10000000,Định kỳ - Cuối kỳ,Standard Coupon,4.7,4216 ngày,Bình thường,100000,15.0109589,17,9,2019,17,9,2034
BVBS19146,VND,15 Năm,Ngân hàng Chính sách Xã hội,10000000,Định kỳ - Cuối kỳ,Standard Coupon,4.6,4223 ngày,Bình thường,100000,15.0109589,24,9,2019,24,9,2034
BVBS19147,VND,15 Năm,Ngân hàng Chính sách Xã hội,8798250,Định kỳ - Cuối kỳ,Standard Coupon,4.7,4230 ngày,Bình thường,100000,15.0109589,1,10,2019,1,10,2034
BVBS20120,VND,10 Năm,Ngân hàng Chính sách Xã hội,10000000,Định kỳ - Cuối kỳ,Standard Coupon,2.7,2826 ngày,Bình thường,100000,10.00547945,27,11,2020,27,11,2030
BVBS20121,VND,10 Năm,Ngân hàng Chính sách Xã hội,10000000,Định kỳ - Cuối kỳ,Standard Coupon,2.7,2833 ngày,Bình thường,100000,10.00547945,4,12,2020,4,12,2030
BVBS20126,VND,15 Năm,Ngân hàng Chính sách Xã hội,9000000,Định kỳ - Cuối kỳ,Standard Coupon,2.9,4652 ngày,Bình thường,100000,15.00821918,27,11,2020,27,11,2035
BVBS20127,VND,15 Năm,Ngân hàng Chính sách Xã hội,14750000,Định kỳ - Cuối kỳ,Standard Coupon,2.9,4659 ngày,Bình thường,100000,15.00821918,4,12,2020,4,12,2035
BVBS21129,VND,10 Năm,Ngân hàng Chính sách Xã hội,10000000,Định kỳ - Cuối kỳ,Standard Coupon,2.5,3054 ngày,Bình thường,100000,10.00547945,13,7,2021,13,7,2031
BVBS21130,VND,10 Năm,Ngân hàng Chính sách Xã hội,10000000,Định kỳ - Cuối kỳ,Standard Coupon,2.4,3061 ngày,Bình thường,100000,10.00547945,20,7,2021,20,7,2031
BVBS21131,VND,10 Năm,Ngân hàng Chính sách Xã hội,20000000,Định kỳ - Cuối kỳ,Standard Coupon,2.4,3068 ngày,Bình thường,100000,10.00547945,27,7,2021,27,7,2031
BVBS21132,VND,10 Năm,Ngân hàng Chính sách Xã hội,20000000,Định kỳ - Cuối kỳ,Standard Coupon,2.4,3075 ngày,Bình thường,100000,10.00547945,3,8,2021,3,8,2031
BVBS21133,VND,10 Năm,Ngân hàng Chính sách Xã hội,14000000,Định kỳ - Cuối kỳ,Standard Coupon,2.4,3082 ngày,Bình thường,100000,10.00547945,10,8,2021,10,8,2031
BVBS21144,VND,15 Năm,Ngân hàng Chính sách Xã hội,5000000,Định kỳ - Cuối kỳ,Standard Coupon,2.5,4881 ngày,Bình thường,100000,15.0109589,13,7,2021,13,7,2036
BVBS21148,VND,15 Năm,Ngân hàng Chính sách Xã hội,20000000,Định kỳ - Cuối kỳ,Standard Coupon,2.5,4909 ngày,Bình thường,100000,15.0109589,10,8,2021,10,8,2036
BVBS21149,VND,15 Năm,Ngân hàng Chính sách Xã hội,11240000,Định kỳ - Cuối kỳ,Standard Coupon,2.5,4916 ngày,Bình thường,100000,15.0109589,17,8,2021,17,8,2036
BVBS22138,VND,3 Năm,Ngân hàng Chính sách Xã hội,15000000,Định kỳ - Cuối kỳ,Standard Coupon,2.3,799 ngày,Bình thường,100000,3.002739726,10,5,2022,10,5,2025
BVBS22139,VND,3 Năm,Ngân hàng Chính sách Xã hội,10000000,Định kỳ - Cuối kỳ,Standard Coupon,2.3,806 ngày,Bình thường,100000,3.002739726,17,5,2022,17,5,2025
BVBS22140,VND,3 Năm,Ngân hàng Chính sách Xã hội,1000000,Định kỳ - Cuối kỳ,Standard Coupon,2.3,813 ngày,Bình thường,100000,3.002739726,24,5,2022,24,5,2025
BVBS22144,VND,3 Năm,Ngân hàng Chính sách Xã hội,15000000,Định kỳ - Cuối kỳ,Standard Coupon,2.4,841 ngày,Bình thường,100000,3.002739726,21,6,2022,21,6,2025
BVBS22145,VND,3 Năm,Ngân hàng Chính sách Xã hội,6000000,Định kỳ - Cuối kỳ,Standard Coupon,2.4,848 ngày,Bình thường,100000,3.002739726,28,6,2022,28,6,2025
BVBS22146,VND,5 Năm,Ngân hàng Chính sách Xã hội,1000000,Định kỳ - Cuối kỳ,Standard Coupon,2.3,1516 ngày,Bình thường,100000,5.002739726,27,4,2022,27,4,2027
BVBS22155,VND,5 Năm,Ngân hàng Chính sách Xã hội,2000000,Định kỳ - Cuối kỳ,Standard Coupon,2.7,1578 ngày,Bình thường,100000,5.002739726,28,6,2022,28,6,2027
BVBS22218,VND,3 Năm,Ngân hàng Chính sách Xã hội,5000000,Định kỳ - Cuối kỳ,Standard Coupon,3.7,925 ngày,Bình thường,100000,3.002739726,13,9,2022,13,9,2025
BVBS22223,VND,3 Năm,Ngân hàng Chính sách Xã hội,6000000,Định kỳ - Cuối kỳ,Standard Coupon,4.7,960 ngày,Bình thường,100000,3.002739726,18,10,2022,18,10,2025
BVBS22224,VND,3 Năm,Ngân hàng Chính sách Xã hội,15000000,Định kỳ - Cuối kỳ,Standard Coupon,4.7,967 ngày,Bình thường,100000,3.002739726,25,10,2022,25,10,2025
BVBS22225,VND,3 Năm,Ngân hàng Chính sách Xã hội,20000000,Định kỳ - Cuối kỳ,Standard Coupon,4.7,974 ngày,Bình thường,100000,3.002739726,1,11,2022,1,11,2025
BVBS22226,VND,3 Năm,Ngân hàng Chính sách Xã hội,5000000,Định kỳ - Cuối kỳ,Standard Coupon,4.7,981 ngày,Bình thường,100000,3.002739726,8,11,2022,8,11,2025
BVBS22227,VND,3 Năm,Ngân hàng Chính sách Xã hội,4000000,Định kỳ - Cuối kỳ,Standard Coupon,4.6,988 ngày,Bình thường,100000,3.002739726,15,11,2022,15,11,2025
BVBS22228,VND,3 Năm,Ngân hàng Chính sách Xã hội,5000000,Định kỳ - Cuối kỳ,Standard Coupon,4.7,1015 ngày,Bình thường,100000,3.002739726,12,12,2022,12,12,2025
BVBS22246,VND,5 Năm,Ngân hàng Chính sách Xã hội,2000000,Định kỳ - Cuối kỳ,Standard Coupon,4.5,1690 ngày,Bình thường,100000,5.002739726,18,10,2022,18,10,2027
BVBS22247,VND,5 Năm,Ngân hàng Chính sách Xã hội,15000000,Định kỳ - Cuối kỳ,Standard Coupon,4.8,1697 ngày,Bình thường,100000,5.002739726,25,10,2022,25,10,2027
BVBS22248,VND,5 Năm,Ngân hàng Chính sách Xã hội,10000000,Định kỳ - Cuối kỳ,Standard Coupon,4.8,1704 ngày,Bình thường,100000,5.002739726,1,11,2022,1,11,2027
BVBS22249,VND,5 Năm,Ngân hàng Chính sách Xã hội,10000000,Định kỳ - Cuối kỳ,Standard Coupon,4.8,1711 ngày,Bình thường,100000,5.002739726,8,11,2022,8,11,2027
BVBS22250,VND,5 Năm,Ngân hàng Chính sách Xã hội,7000000,Định kỳ - Cuối kỳ,Standard Coupon,4.7,1718 ngày,Bình thường,100000,5.002739726,15,11,2022,15,11,2027
BVBS22275,VND,5 Năm,Ngân hàng Chính sách Xã hội,15000000,Định kỳ - Cuối kỳ,Standard Coupon,4.8,1745 ngày,Bình thường,100000,5.002739726,12,12,2022,12,12,2027
BVBS22276,VND,5 Năm,Ngân hàng Chính sách Xã hội,10000000,Định kỳ - Cuối kỳ,Standard Coupon,4.8,1753 ngày,Bình thường,100000,5.002739726,20,12,2022,20,12,2027
BVDB12078,VND,10 Năm,Ngân hàng Phát triển Việt Nam,5000000,Định kỳ - Cuối kỳ,Standard Coupon,9.6,6 ngày,Hủy niêm yết,100000,10.00547945,2,10,2012,2,10,2022
BVDB12138,VND,2 Năm,Ngân hàng Phát triển Việt Nam,3000000,Định kỳ - Cuối kỳ,Standard Coupon,10,0 ngày,Hủy niêm yết,100000,2,13,9,2012,13,9,2014
BVDB12139,VND,3 Năm,Ngân hàng Phát triển Việt Nam,4000000,Định kỳ - Cuối kỳ,Standard Coupon,10.1,0 ngày,Hủy niêm yết,100000,3,13,9,2012,13,9,2015
BVDB12145,VND,3 Năm,Ngân hàng Phát triển Việt Nam,16900000,Định kỳ - Cuối kỳ,Standard Coupon,10.1,0 ngày,Hủy niêm yết,100000,3,26,9,2012,26,9,2015
BVDB12147,VND,2 Năm,Ngân hàng Phát triển Việt Nam,4000000,Định kỳ - Cuối kỳ,Standard Coupon,10.5,0 ngày,Hủy niêm yết,100000,2,13,11,2012,13,11,2014
BVDB12149,VND,5 Năm,Ngân hàng Phát triển Việt Nam,1000000,Định kỳ - Cuối kỳ,Standard Coupon,10.8,7 ngày,Hủy niêm yết,100000,5.002739726,20,11,2012,20,11,2017
BVDB12150,VND,2 Năm,Ngân hàng Phát triển Việt Nam,6000000,Định kỳ - Cuối kỳ,Standard Coupon,10.5,0 ngày,Hủy niêm yết,100000,2,20,11,2012,20,11,2014
BVDB12151,VND,3 Năm,Ngân hàng Phát triển Việt Nam,1000000,Định kỳ - Cuối kỳ,Standard Coupon,10.6,0 ngày,Hủy niêm yết,100000,3,13,11,2012,13,11,2015
BVDB12152,VND,5 Năm,Ngân hàng Phát triển Việt Nam,3000000,Định kỳ - Cuối kỳ,Standard Coupon,10.7,6 ngày,Hủy niêm yết,100000,5.002739726,26,11,2012,26,11,2017
BVDB12188,VND,2 Năm,Ngân hàng Phát triển Việt Nam,13000000,Định kỳ - Cuối kỳ,Standard Coupon,10.5,0 ngày,Hủy niêm yết,100000,2,26,11,2012,26,11,2014
BVDB12189,VND,2 Năm,Ngân hàng Phát triển Việt Nam,8000000,Định kỳ - Cuối kỳ,Standard Coupon,10.5,0 ngày,Hủy niêm yết,100000,2,3,12,2012,3,12,2014
BVDB12190,VND,2 Năm,Ngân hàng Phát triển Việt Nam,14000000,Định kỳ - Cuối kỳ,Standard Coupon,10.5,0 ngày,Hủy niêm yết,100000,2,11,12,2012,11,12,2014
BVDB12191,VND,3 Năm,Ngân hàng Phát triển Việt Nam,5000000,Định kỳ - Cuối kỳ,Standard Coupon,10.6,0 ngày,Hủy niêm yết,100000,3,20,11,2012,20,11,2015
BVDB12192,VND,3 Năm,Ngân hàng Phát triển Việt Nam,4000000,Định kỳ - Cuối kỳ,Standard Coupon,10.6,0 ngày,Hủy niêm yết,100000,3,26,11,2012,26,11,2015
BVDB12193,VND,3 Năm,Ngân hàng Phát triển Việt Nam,6000000,Định kỳ - Cuối kỳ,Standard Coupon,10.6,0 ngày,Hủy niêm yết,100000,3,3,12,2012,3,12,2015
BVDB12194,VND,3 Năm,Ngân hàng Phát triển Việt Nam,10000000,Định kỳ - Cuối kỳ,Standard Coupon,10.5,0 ngày,Hủy niêm yết,100000,3,11,12,2012,11,12,2015
