bond_code,currency_type,tenor,issuance_volume,outstanding_volume,interest_payment_method,issuance_date,maturity_date,interest_payment_type,coupon_rate,first_trading_date,remaining_tenor,status,face_value
TD1929180,VND,10 Năm,Kho bạc Nhà nước- Bộ Tài chính,129.500.000,Định kỳ - Cuối kỳ,3/10/2019,3/10/2029,Standard Coupon,"3,9",4/10/2019,2406 ngày,Bình thường,100000
TD1929181,VND,10 Năm,Kho bạc Nhà nước- Bộ Tài chính,43.500.000,Định kỳ - Cuối kỳ,5/12/2019,5/12/2029,Standard Coupon,"3,5",6/12/2019,2469 ngày,Bình thường,100000
TD1934187,VND,15 Năm,Kho bạc Nhà nước- Bộ Tài chính,125.000.000,Định kỳ - Cuối kỳ,3/1/2019,3/1/2034,Standard Coupon,"5,3",4/1/2019,3959 ngày,Bình thường,100000
TD1934188,VND,15 Năm,Kho bạc Nhà nước- Bộ Tài chính,123.000.000,Định kỳ - Cuối kỳ,21/02/2019,21/02/2034,Standard Coupon,5,22/02/2019,4008 ngày,Bình thường,100000
TD1934189,VND,15 Năm,Kho bạc Nhà nước- Bộ Tài chính,128.050.000,Định kỳ - Cuối kỳ,24/01/2019,24/01/2034,Standard Coupon,"5,1",25/01/2019,3980 ngày,Bình thường,100000
TD1934190,VND,15 Năm,Kho bạc Nhà nước- Bộ Tài chính,124.330.000,Định kỳ - Cuối kỳ,30/05/2019,30/05/2034,Standard Coupon,5,31/05/2019,4106 ngày,Bình thường,100000
TD1934191,VND,15 Năm,Kho bạc Nhà nước- Bộ Tài chính,144.732.368,Định kỳ - Cuối kỳ,25/07/2019,25/07/2034,Standard Coupon,"4,6",26/07/2019,4162 ngày,Bình thường,100000
TD1934192,VND,15 Năm,Kho bạc Nhà nước- Bộ Tài chính,140.950.000,Định kỳ - Cuối kỳ,17/10/2019,17/10/2034,Standard Coupon,4,18/10/2019,4246 ngày,Bình thường,100000
TD1934193,VND,15 Năm,Kho bạc Nhà nước- Bộ Tài chính,2.000.000,Định kỳ - Cuối kỳ,19/12/2019,19/12/2034,Standard Coupon,"3,6",20/12/2019,4309 ngày,Bình thường,100000
TD1939200,VND,20 Năm,Kho bạc Nhà nước- Bộ Tài chính,101.415.000,Định kỳ - Cuối kỳ,17/01/2019,17/01/2039,Standard Coupon,"5,6",18/01/2019,5799 ngày,Bình thường,100000
TD1939201,VND,20 Năm,Kho bạc Nhà nước- Bộ Tài chính,46.031.424,Định kỳ - Cuối kỳ,12/9/2019,12/9/2039,Standard Coupon,"4,9",13/09/2019,6037 ngày,Bình thường,100000
TD1949205,VND,30 Năm,Kho bạc Nhà nước- Bộ Tài chính,79.500.000,Định kỳ - Cuối kỳ,24/01/2019,24/01/2049,Standard Coupon,"5,8",25/01/2019,9459 ngày,Bình thường,100000
TD1949206,VND,30 Năm,Kho bạc Nhà nước- Bộ Tài chính,36.240.000,Định kỳ - Cuối kỳ,26/09/2019,26/09/2049,Standard Coupon,"5,2",27/09/2019,9704 ngày,Bình thường,100000
TD2025003,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,5.900.000,Định kỳ - Cuối kỳ,9/1/2020,9/1/2025,Standard Coupon,"1,8",10/1/2020,678 ngày,Bình thường,100000
TD2025005,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,85.900.000,Định kỳ - Cuối kỳ,4/6/2020,4/6/2025,Standard Coupon,"1,9",5/6/2020,824 ngày,Bình thường,100000
TD2025006,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,44.900.000,Định kỳ - Cuối kỳ,3/9/2020,3/11/2025,Standard Coupon,"1,6",4/9/2020,976 ngày,Bình thường,100000
TD2027008,VND,7 Năm,Kho bạc Nhà nước- Bộ Tài chính,14.800.000,Định kỳ - Cuối kỳ,16/01/2020,16/01/2027,Standard Coupon,"2,2",17/01/2020,1415 ngày,Bình thường,100000
TD2027010,VND,7 Năm,Kho bạc Nhà nước- Bộ Tài chính,2.500.000,Định kỳ - Cuối kỳ,29/10/2020,29/10/2027,Standard Coupon,"1,5",30/10/2020,1701 ngày,Bình thường,100000
TD2030011,VND,10 Năm,Kho bạc Nhà nước- Bộ Tài chính,122.290.000,Định kỳ - Cuối kỳ,9/1/2020,9/1/2030,Standard Coupon,"3,1",10/1/2020,2504 ngày,Bình thường,100000
TD2030012,VND,10 Năm,Kho bạc Nhà nước- Bộ Tài chính,127.070.000,Định kỳ - Cuối kỳ,14/05/2020,14/05/2030,Standard Coupon,"2,7",15/05/2020,2629 ngày,Bình thường,100000
TD2030013,VND,10 Năm,Kho bạc Nhà nước- Bộ Tài chính,128.250.000,Định kỳ - Cuối kỳ,18/06/2020,18/06/2030,Standard Coupon,3,19/06/2020,2664 ngày,Bình thường,100000
TD2030014,VND,10 Năm,Kho bạc Nhà nước- Bộ Tài chính,155.730.000,Định kỳ - Cuối kỳ,2/7/2020,2/7/2030,Standard Coupon,"2,9",3/7/2020,2678 ngày,Bình thường,100000
TD2030015,VND,10 Năm,Kho bạc Nhà nước- Bộ Tài chính,136.155.985,Định kỳ - Cuối kỳ,9/7/2020,9/7/2030,Standard Coupon,"2,8",10/7/2020,2685 ngày,Bình thường,100000
TD2030016,VND,10 Năm,Kho bạc Nhà nước- Bộ Tài chính,132.980.000,Định kỳ - Cuối kỳ,16/07/2020,16/07/2030,Standard Coupon,"2,7",17/07/2020,2692 ngày,Bình thường,100000
TD2030017,VND,10 Năm,Kho bạc Nhà nước- Bộ Tài chính,165.000.000,Định kỳ - Cuối kỳ,27/08/2020,27/08/2030,Standard Coupon,"2,9",28/08/2020,2734 ngày,Bình thường,100000
TD2030018,VND,10 Năm,Kho bạc Nhà nước- Bộ Tài chính,180.000.000,Định kỳ - Cuối kỳ,3/9/2020,3/9/2030,Standard Coupon,"2,9",4/9/2020,2741 ngày,Bình thường,100000
TD2030020,VND,10 Năm,Kho bạc Nhà nước- Bộ Tài chính,134.510.000,Định kỳ - Cuối kỳ,12/11/2020,12/11/2030,Standard Coupon,"2,5",13/11/2020,2811 ngày,Bình thường,100000
TD2030135,VND,10 Năm,Kho bạc Nhà nước- Bộ Tài chính,75.000.000,Định kỳ - Cuối kỳ,17/12/2020,17/12/2030,Standard Coupon,"2,3",18/12/2020,2846 ngày,Bình thường,100000
TD2035021,VND,15 Năm,Kho bạc Nhà nước- Bộ Tài chính,131.970.000,Định kỳ - Cuối kỳ,9/1/2020,9/1/2035,Standard Coupon,"3,2",10/1/2020,4330 ngày,Bình thường,100000
TD2035022,VND,15 Năm,Kho bạc Nhà nước- Bộ Tài chính,132.450.000,Định kỳ - Cuối kỳ,14/05/2020,14/05/2035,Standard Coupon,"2,9",15/05/2020,4455 ngày,Bình thường,100000
TD2035023,VND,15 Năm,Kho bạc Nhà nước- Bộ Tài chính,131.000.000,Định kỳ - Cuối kỳ,18/06/2020,18/06/2035,Standard Coupon,"3,1",19/06/2020,4490 ngày,Bình thường,100000
TD2035024,VND,15 Năm,Kho bạc Nhà nước- Bộ Tài chính,137.070.000,Định kỳ - Cuối kỳ,9/7/2020,9/7/2035,Standard Coupon,3,10/7/2020,4511 ngày,Bình thường,100000
TD2035025,VND,15 Năm,Kho bạc Nhà nước- Bộ Tài chính,145.820.000,Định kỳ - Cuối kỳ,27/08/2020,27/08/2035,Standard Coupon,3,28/08/2020,4560 ngày,Bình thường,100000
TD2035026,VND,15 Năm,Kho bạc Nhà nước- Bộ Tài chính,147.000.000,Định kỳ - Cuối kỳ,1/10/2020,1/10/2035,Standard Coupon,"2,9",2/10/2020,4595 ngày,Bình thường,100000
TD2035027,VND,15 Năm,Kho bạc Nhà nước- Bộ Tài chính,134.420.000,Định kỳ - Cuối kỳ,15/10/2020,15/10/2035,Standard Coupon,"2,7",16/10/2020,4609 ngày,Bình thường,100000
TD2035028,VND,15 Năm,Kho bạc Nhà nước- Bộ Tài chính,145.000.000,Định kỳ - Cuối kỳ,26/11/2020,26/11/2035,Standard Coupon,"2,7",27/11/2020,4651 ngày,Bình thường,100000
TD2035029,VND,15 Năm,Kho bạc Nhà nước- Bộ Tài chính,120.000.000,Định kỳ - Cuối kỳ,17/12/2020,17/12/2035,Standard Coupon,"2,5",18/12/2020,4672 ngày,Bình thường,100000
TD2040031,VND,20 Năm,Kho bạc Nhà nước- Bộ Tài chính,128.000.000,Định kỳ - Cuối kỳ,9/1/2020,9/1/2040,Standard Coupon,"3,6",10/1/2020,6156 ngày,Bình thường,100000
TD2040032,VND,20 Năm,Kho bạc Nhà nước- Bộ Tài chính,151.150.000,Định kỳ - Cuối kỳ,20/08/2020,20/08/2040,Standard Coupon,"3,3",21/08/2020,6380 ngày,Bình thường,100000
TD2050035,VND,30 Năm,Kho bạc Nhà nước- Bộ Tài chính,138.790.000,Định kỳ - Cuối kỳ,16/01/2020,16/01/2050,Standard Coupon,"3,8",17/01/2020,9816 ngày,Bình thường,100000
TD2050036,VND,30 Năm,Kho bạc Nhà nước- Bộ Tài chính,86.375.000,Định kỳ - Cuối kỳ,15/10/2020,15/10/2050,Standard Coupon,"3,2",16/10/2020,10088 ngày,Bình thường,100000
TD2126001,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,53.500.000,Định kỳ - Cuối kỳ,28/01/2021,28/01/2026,Standard Coupon,1,29/01/2021,1062 ngày,Bình thường,100000
TD2126002,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,92.690.000,Định kỳ - Cuối kỳ,23/04/2021,23/04/2026,Standard Coupon,"1,1",26/04/2021,1147 ngày,Bình thường,100000
TD2126003,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,52.290.000,Định kỳ - Cuối kỳ,22/07/2021,22/07/2026,Standard Coupon,1,23/07/2021,1237 ngày,Bình thường,100000
TD2126162,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,9.200.000,Định kỳ - Cuối kỳ,28/10/2021,28/10/2026,Standard Coupon,"0,8",29/10/2021,1335 ngày,Bình thường,100000
TD2128007,VND,7 Năm,Kho bạc Nhà nước- Bộ Tài chính,42.310.000,Định kỳ - Cuối kỳ,4/3/2021,4/3/2028,Standard Coupon,"1,4",5/3/2021,1828 ngày,Bình thường,100000
TD2128008,VND,7 Năm,Kho bạc Nhà nước- Bộ Tài chính,12.500.000,Định kỳ - Cuối kỳ,9/9/2021,9/9/2028,Standard Coupon,"1,1",10/9/2021,2017 ngày,Bình thường,100000
TD2131012,VND,10 Năm,Kho bạc Nhà nước- Bộ Tài chính,149.000.000,Định kỳ - Cuối kỳ,14/01/2021,14/01/2031,Standard Coupon,"2,2",15/01/2021,2874 ngày,Bình thường,100000
TD2131013,VND,10 Năm,Kho bạc Nhà nước- Bộ Tài chính,171.500.000,Định kỳ - Cuối kỳ,8/4/2021,8/4/2031,Standard Coupon,"2,3",9/4/2021,2958 ngày,Bình thường,100000
TD2131014,VND,10 Năm,Kho bạc Nhà nước- Bộ Tài chính,174.360.000,Định kỳ - Cuối kỳ,6/5/2021,6/5/2031,Standard Coupon,"2,3",7/5/2021,2986 ngày,Bình thường,100000
TD2131015,VND,10 Năm,Kho bạc Nhà nước- Bộ Tài chính,170.000.000,Định kỳ - Cuối kỳ,27/05/2021,27/06/2031,Standard Coupon,"2,2",28/05/2021,3038 ngày,Bình thường,100000
TD2131016,VND,10 Năm,Kho bạc Nhà nước- Bộ Tài chính,191.560.000,Định kỳ - Cuối kỳ,10/6/2021,10/6/2031,Standard Coupon,"2,2",11/6/2021,3021 ngày,Bình thường,100000
TD2131017,VND,10 Năm,Kho bạc Nhà nước- Bộ Tài chính,187.620.000,Định kỳ - Cuối kỳ,22/07/2021,22/07/2031,Standard Coupon,"2,1",23/07/2021,3063 ngày,Bình thường,100000
TD2131018,VND,10 Năm,Kho bạc Nhà nước- Bộ Tài chính,191.050.000,Định kỳ - Cuối kỳ,30/09/2021,30/09/2031,Standard Coupon,"2,1",1/10/2021,3133 ngày,Bình thường,100000
TD2131019,VND,10 Năm,Kho bạc Nhà nước- Bộ Tài chính,103.970.000,Định kỳ - Cuối kỳ,18/11/2021,18/11/2031,Standard Coupon,2,19/11/2021,3182 ngày,Bình thường,100000
TD2136025,VND,15 Năm,Kho bạc Nhà nước- Bộ Tài chính,164.310.000,Định kỳ - Cuối kỳ,14/01/2021,14/01/2036,Standard Coupon,"2,4",15/01/2021,4700 ngày,Bình thường,100000
TD2136026,VND,15 Năm,Kho bạc Nhà nước- Bộ Tài chính,176.600.000,Định kỳ - Cuối kỳ,15/04/2021,15/04/2036,Standard Coupon,"2,5",16/04/2021,4792 ngày,Bình thường,100000
TD2136027,VND,15 Năm,Kho bạc Nhà nước- Bộ Tài chính,170.300.000,Định kỳ - Cuối kỳ,10/6/2021,10/6/2036,Standard Coupon,"2,4",11/6/2021,4848 ngày,Bình thường,100000
TD2136028,VND,15 Năm,Kho bạc Nhà nước- Bộ Tài chính,170.030.000,Định kỳ - Cuối kỳ,12/8/2021,12/8/2036,Standard Coupon,"2,3",13/08/2021,4911 ngày,Bình thường,100000
TD2136029,VND,15 Năm,Kho bạc Nhà nước- Bộ Tài chính,180.160.000,Định kỳ - Cuối kỳ,9/9/2021,9/9/2036,Standard Coupon,"2,2",10/9/2021,4939 ngày,Bình thường,100000
TD2136030,VND,15 Năm,Kho bạc Nhà nước- Bộ Tài chính,175.640.000,Định kỳ - Cuối kỳ,25/11/2021,25/11/2036,Standard Coupon,"2,3",26/11/2021,5016 ngày,Bình thường,100000
TD2141038,VND,20 Năm,Kho bạc Nhà nước- Bộ Tài chính,151.280.000,Định kỳ - Cuối kỳ,14/01/2021,14/01/2041,Standard Coupon,"2,8",15/01/2021,6527 ngày,Bình thường,100000
TD2141039,VND,20 Năm,Kho bạc Nhà nước- Bộ Tài chính,87.570.000,Định kỳ - Cuối kỳ,25/11/2021,25/11/2041,Standard Coupon,"2,7",26/11/2021,6842 ngày,Bình thường,100000
TD2151042,VND,30 Năm,Kho bạc Nhà nước- Bộ Tài chính,159.250.000,Định kỳ - Cuối kỳ,14/01/2021,14/01/2051,Standard Coupon,"3,1",15/01/2021,10179 ngày,Bình thường,100000
TD2151043,VND,30 Năm,Kho bạc Nhà nước- Bộ Tài chính,145.440.000,Định kỳ - Cuối kỳ,26/08/2021,26/08/2051,Standard Coupon,"2,9",27/08/2021,10403 ngày,Bình thường,100000
TD2232105,VND,10 Năm,Kho bạc Nhà nước- Bộ Tài chính,186.420.000,Định kỳ - Cuối kỳ,6/1/2022,6/1/2032,Standard Coupon,2,7/1/2022,3231 ngày,Bình thường,100000
TD2232107,VND,10 Năm,Kho bạc Nhà nước- Bộ Tài chính,130.000.000,Định kỳ - Cuối kỳ,7/4/2022,7/4/2032,Standard Coupon,"2,2",8/4/2022,3323 ngày,Bình thường,100000
TD2232109,VND,10 Năm,Kho bạc Nhà nước- Bộ Tài chính,207.950.000,Định kỳ - Cuối kỳ,7/7/2022,7/7/2032,Standard Coupon,"2,5",8/7/2022,3414 ngày,Bình thường,100000
TD2232110,VND,10 Năm,Kho bạc Nhà nước- Bộ Tài chính,100.350.000,Định kỳ - Cuối kỳ,8/9/2022,8/9/2032,Standard Coupon,"2,8",9/9/2022,3477 ngày,Bình thường,100000
TD2232111,VND,10 Năm,Kho bạc Nhà nước- Bộ Tài chính,207.400.000,Định kỳ - Cuối kỳ,20/10/2022,20/10/2032,Standard Coupon,"3,8",21/10/2022,3519 ngày,Bình thường,100000
TD2232112,VND,10 Năm,Kho bạc Nhà nước- Bộ Tài chính,90.000.000,Định kỳ - Cuối kỳ,17/11/2022,17/11/2032,Standard Coupon,"4,6",18/11/2022,3547 ngày,Bình thường,100000
TD2232113,VND,10 Năm,Kho bạc Nhà nước- Bộ Tài chính,181.000.000,Định kỳ - Cuối kỳ,24/11/2022,24/11/2032,Standard Coupon,"4,8",25/11/2022,3554 ngày,Bình thường,100000
TD2232114,VND,10 Năm,Kho bạc Nhà nước- Bộ Tài chính,180.000.000,Định kỳ - Cuối kỳ,8/12/2022,8/12/2032,Standard Coupon,"4,8",9/12/2022,3568 ngày,Bình thường,100000
TD2237020,VND,15 Năm,Kho bạc Nhà nước- Bộ Tài chính,163.050.000,Định kỳ - Cuối kỳ,12/5/2022,12/5/2037,Standard Coupon,"2,5",13/05/2022,5184 ngày,Bình thường,100000
TD2237118,VND,15 Năm,Kho bạc Nhà nước- Bộ Tài chính,149.500.000,Định kỳ - Cuối kỳ,6/1/2022,6/1/2037,Standard Coupon,"2,3",7/1/2022,5058 ngày,Bình thường,100000
TD2237123,VND,15 Năm,Kho bạc Nhà nước- Bộ Tài chính,177.400.000,Định kỳ - Cuối kỳ,11/8/2022,11/8/2037,Standard Coupon,3,12/8/2022,5275 ngày,Bình thường,100000
TD2237125,VND,15 Năm,Kho bạc Nhà nước- Bộ Tài chính,132.750.000,Định kỳ - Cuối kỳ,13/10/2022,13/10/2037,Standard Coupon,"3,8",14/10/2022,5338 ngày,Bình thường,100000
TD2237126,VND,15 Năm,Kho bạc Nhà nước- Bộ Tài chính,132.500.000,Định kỳ - Cuối kỳ,17/11/2022,17/11/2037,Standard Coupon,"4,9",18/11/2022,5373 ngày,Bình thường,100000
TD2242128,VND,20 Năm,Kho bạc Nhà nước- Bộ Tài chính,22.650.000,Định kỳ - Cuối kỳ,6/1/2022,6/1/2042,Standard Coupon,"2,7",7/1/2022,6884 ngày,Bình thường,100000
TD2252132,VND,30 Năm,Kho bạc Nhà nước- Bộ Tài chính,86.250.000,Định kỳ - Cuối kỳ,13/01/2022,13/01/2052,Standard Coupon,"2,9",14/01/2022,10543 ngày,Bình thường,100000
TD2328098,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,14.000.000,Định kỳ - Cuối kỳ,16/02/2023,16/02/2028,Standard Coupon,"3,6",17/02/2023,1811 ngày,Bình thường,100000
TD2330107,VND,7 Năm,Kho bạc Nhà nước- Bộ Tài chính,2.000.000,Định kỳ - Cuối kỳ,9/2/2023,9/2/2030,Standard Coupon,"3,8",10/2/2023,2535 ngày,Bình thường,100000
TD2333116,VND,10 Năm,Kho bạc Nhà nước- Bộ Tài chính,163.320.000,Định kỳ - Cuối kỳ,5/1/2023,5/1/2033,Standard Coupon,"4,5",6/1/2023,3596 ngày,Bình thường,100000
TD2333117,VND,10 Năm,Kho bạc Nhà nước- Bộ Tài chính,180.000.000,Định kỳ - Cuối kỳ,2/2/2023,2/2/2033,Standard Coupon,"4,2",3/2/2023,3624 ngày,Bình thường,100000
TD2333118,VND,10 Năm,Kho bạc Nhà nước- Bộ Tài chính,32.000.000,Định kỳ - Cuối kỳ,23/02/2023,23/02/2033,Standard Coupon,"4,1",24/02/2023,3645 ngày,Bình thường,100000
TD2338131,VND,15 Năm,Kho bạc Nhà nước- Bộ Tài chính,165.000.000,Định kỳ - Cuối kỳ,5/1/2023,5/1/2038,Standard Coupon,"4,7",6/1/2023,5422 ngày,Bình thường,100000
TD2338132,VND,15 Năm,Kho bạc Nhà nước- Bộ Tài chính,165.450.000,Định kỳ - Cuối kỳ,2/2/2023,2/2/2038,Standard Coupon,"4,4",3/2/2023,5450 ngày,Bình thường,100000
TL1520272,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,15.000.000,Định kỳ - Cuối kỳ,30/11/2015,30/11/2020,Standard Coupon,"6,6",30/03/2017,7 ngày,Hủy niêm yết,100000
TL1520273,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,20.000.000,Định kỳ - Cuối kỳ,15/12/2015,15/12/2020,Standard Coupon,"6,6",30/03/2017,7 ngày,Hủy niêm yết,100000
TL1520274,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,15.000.000,Định kỳ - Cuối kỳ,30/12/2015,30/12/2020,Standard Coupon,"6,6",30/03/2017,7 ngày,Hủy niêm yết,100000
TL1535299,VND,20 Năm,Kho bạc Nhà nước- Bộ Tài chính,19.500.000,Định kỳ - Cuối kỳ,29/07/2015,29/07/2035,Standard Coupon,"7,75",17/09/2015,4531 ngày,Bình thường,100000
TL1535300,VND,20 Năm,Kho bạc Nhà nước- Bộ Tài chính,15.600.000,Định kỳ - Cuối kỳ,7/8/2015,7/8/2035,Standard Coupon,"7,75",17/09/2015,4540 ngày,Bình thường,100000
TL1535301,VND,20 Năm,Kho bạc Nhà nước- Bộ Tài chính,11.200.000,Định kỳ - Cuối kỳ,1/9/2015,1/9/2035,Standard Coupon,"7,75",17/09/2015,4565 ngày,Bình thường,100000
TL1535302,VND,20 Năm,Kho bạc Nhà nước- Bộ Tài chính,16.000.000,Định kỳ - Cuối kỳ,29/10/2015,29/10/2035,Standard Coupon,"7,75",5/11/2015,4623 ngày,Bình thường,100000
TL1545363,VND,30 Năm,Kho bạc Nhà nước- Bộ Tài chính,64.727.400,Định kỳ - Cuối kỳ,30/12/2015,30/12/2045,Standard Coupon,8,5/1/2016,8338 ngày,Bình thường,100000
TP1A0105,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,1.030.000,Định kỳ - Cuối kỳ,14/01/2005,14/01/2010,Standard Coupon,"8,5",2/6/2008,0 ngày,Hủy niêm yết,100000
TP1A0106,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,2.000.000,Định kỳ - Cuối kỳ,12/1/2006,12/1/2011,Standard Coupon,"8,75",2/6/2008,0 ngày,Hủy niêm yết,100000
TP1A0205,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,200,Định kỳ - Cuối kỳ,31/01/2005,31/01/2010,Standard Coupon,"8,5",2/6/2008,0 ngày,Hủy niêm yết,100000
TP1A0206,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,5.510.000,Định kỳ - Cuối kỳ,18/01/2006,18/01/2011,Standard Coupon,"8,75",2/6/2008,0 ngày,Hủy niêm yết,100000
TP1A0305,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,2.200.000,Định kỳ - Cuối kỳ,28/02/2005,28/02/2010,Standard Coupon,"8,5",2/6/2008,0 ngày,Hủy niêm yết,100000
TP1A0405,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,7.800.000,Định kỳ - Cuối kỳ,7/3/2005,7/3/2010,Standard Coupon,"8,5",2/6/2008,0 ngày,Hủy niêm yết,100000
TP1A0406,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,5.000.000,Định kỳ - Cuối kỳ,15/02/2006,15/02/2011,Standard Coupon,"8,75",2/6/2008,0 ngày,Hủy niêm yết,100000
TP1A0505,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,500,Định kỳ - Cuối kỳ,10/3/2005,10/3/2010,Standard Coupon,"8,5",2/6/2008,0 ngày,Hủy niêm yết,100000
TP1A0506,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,2.000.000,Định kỳ - Cuối kỳ,23/02/2006,23/02/2011,Standard Coupon,"8,75",2/6/2008,0 ngày,Hủy niêm yết,100000
TP1A0605,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,3.200.000,Định kỳ - Cuối kỳ,22/03/2005,22/03/2010,Standard Coupon,"8,55",2/6/2008,0 ngày,Hủy niêm yết,100000
TP1A0606,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,13.230.000,Định kỳ - Cuối kỳ,1/3/2006,1/3/2011,Standard Coupon,"8,75",2/6/2008,0 ngày,Hủy niêm yết,100000
TP1A0705,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,4.400.000,Định kỳ - Cuối kỳ,6/4/2005,6/4/2010,Standard Coupon,"8,55",2/6/2008,0 ngày,Hủy niêm yết,100000
TP1A0805,VND,10 Năm,Kho bạc Nhà nước- Bộ Tài chính,500,Định kỳ - Cuối kỳ,13/04/2005,13/04/2015,Standard Coupon,"8,8",2/6/2008,0 ngày,Hủy niêm yết,100000
TP1A0806,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,1.000.000,Định kỳ - Cuối kỳ,9/3/2006,9/3/2011,Standard Coupon,"8,75",2/6/2008,0 ngày,Hủy niêm yết,100000
TP1A0905,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,3.000.000,Định kỳ - Cuối kỳ,20/04/2005,20/04/2010,Standard Coupon,"8,6",2/6/2008,0 ngày,Hủy niêm yết,100000
TP1A0906,VND,15 Năm,Kho bạc Nhà nước- Bộ Tài chính,1.000.000,Định kỳ - Cuối kỳ,9/3/2006,9/3/2021,Standard Coupon,"9,25",2/6/2008,7 ngày,Hủy niêm yết,100000
TP1A1005,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,1.800.000,Định kỳ - Cuối kỳ,6/5/2005,6/5/2010,Standard Coupon,"8,6",2/6/2008,0 ngày,Hủy niêm yết,100000
TP1A1006,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,7.600.000,Định kỳ - Cuối kỳ,15/03/2006,15/03/2011,Standard Coupon,"8,75",2/6/2008,0 ngày,Hủy niêm yết,100000
TP1A1105,VND,15 Năm,Kho bạc Nhà nước- Bộ Tài chính,50,Định kỳ - Cuối kỳ,17/05/2005,17/05/2020,Standard Coupon,"9,1",2/6/2008,6 ngày,Hủy niêm yết,100000
TP1A1106,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,13.700.000,Định kỳ - Cuối kỳ,21/03/2006,21/03/2011,Standard Coupon,"8,75",2/6/2008,0 ngày,Hủy niêm yết,100000
TP1A1205,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,1.200.000,Định kỳ - Cuối kỳ,20/05/2005,20/05/2010,Standard Coupon,"8,6",2/6/2008,0 ngày,Hủy niêm yết,100000
TP1A1206,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,2.000.000,Định kỳ - Cuối kỳ,27/02/2006,27/02/2011,Standard Coupon,"8,75",2/6/2008,0 ngày,Hủy niêm yết,100000
TP1A1305,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,650,Định kỳ - Cuối kỳ,27/05/2005,27/05/2010,Standard Coupon,"8,6",2/6/2008,0 ngày,Hủy niêm yết,100000
TP1A1306,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,11.350.000,Định kỳ - Cuối kỳ,5/4/2006,5/4/2011,Standard Coupon,"8,75",2/6/2008,0 ngày,Hủy niêm yết,100000
TP1A1404,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,700,Định kỳ - Cuối kỳ,28/09/2004,28/09/2009,Standard Coupon,"8,45",2/6/2008,0 ngày,Hủy niêm yết,100000
TP1A1405,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,700,Định kỳ - Cuối kỳ,6/6/2005,6/6/2010,Standard Coupon,"8,65",2/6/2008,0 ngày,Hủy niêm yết,100000
TP1A1406,VND,15 Năm,Kho bạc Nhà nước- Bộ Tài chính,1.000.000,Định kỳ - Cuối kỳ,5/4/2006,5/4/2021,Standard Coupon,"9,25",2/6/2008,7 ngày,Hủy niêm yết,100000
TP1A1504,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,700,Định kỳ - Cuối kỳ,12/10/2004,12/10/2009,Standard Coupon,"8,5",2/6/2008,0 ngày,Hủy niêm yết,100000
TP1A1505,VND,15 Năm,Kho bạc Nhà nước- Bộ Tài chính,1.000.000,Định kỳ - Cuối kỳ,15/06/2005,15/06/2020,Standard Coupon,"9,2",2/6/2008,0 ngày,Hủy niêm yết,100000
TP1A1506,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,5.000.000,Định kỳ - Cuối kỳ,19/04/2006,19/04/2011,Standard Coupon,"8,75",2/6/2008,0 ngày,Hủy niêm yết,100000
